,Station_id,Inspection Station,latitude,longitude,Overall_inspection_count,Emissions_inspection_count,Overall_fails,Safety_fails,Emissions_fails,Overall_fail_rate,Safety_fail_rate,Emissions_fail_rate,Overall_fail_rate_per_station,Safety_fail_rate_per_station,Emissions_fail_rate_per_station
1325,PB050027,L & M AUTO INC,42.191836,-73.061775,1447,1089,66,28,41,0.000169082,0.000121046,0.000233178,0.04561161,0.01935038,0.037649219
1326,PB005624,500 ENTERPRISES INC,42.2965,-71.417,1779,1702,66,12,55,0.000169082,5.19E-05,0.0003128,0.037099494,0.006745363,0.032314924
1327,PB005276,HERB CHAMBERS TOYOTA OF BOSTON,42.352258,-71.126383,2218,2101,66,12,55,0.000169082,5.19E-05,0.0003128,0.029756537,0.00541028,0.02617801
1328,PB004975,"JOHNSON DEALERSHIPS, INC",42.448774,-73.24082,1089,1039,66,21,47,0.000169082,9.08E-05,0.000267302,0.060606061,0.019283747,0.045235804
1329,PB005097,GOOD BROTHERS DODGE INC,42.183911,-70.97374,988,948,65,21,47,0.00016652,9.08E-05,0.000267302,0.065789474,0.021255061,0.049578059
1330,PB036807,SAM'S AUTO CARE INC,42.421759,-71.09622,1460,1166,65,20,46,0.00016652,8.65E-05,0.000261615,0.044520548,0.01369863,0.039451115
1331,PB005182,EXCHANGE BRAKE & ALIGNMENT,42.420574,-71.079475,1732,1311,65,19,48,0.00016652,8.21E-05,0.000272989,0.037528868,0.010969977,0.036613272
1332,PB005114,CHELMSFORD DIAGNOSTIC SERVICE INC,42.628991,-71.349669,835,651,65,18,48,0.00016652,7.78E-05,0.000272989,0.077844311,0.021556886,0.073732719
1333,PB100128,GARYS AUTO REPAIR AND MORE,42.091179,-72.500635,708,587,64,48,16,0.000163958,0.000207507,9.10E-05,0.09039548,0.06779661,0.02725724
1334,PB100035,Tyngsboro Muffler & brake Inc.,42.681174,-71.390648,707,586,64,42,25,0.000163958,0.000181569,0.000142182,0.090523338,0.059405941,0.042662116
1335,PB004889,TNT SERVICE,42.396143,-71.158875,1818,1456,64,3,61,0.000163958,1.30E-05,0.000346924,0.03520352,0.001650165,0.041895604
1336,PB100127,WESTBORO CHRYSLER DODGE JEEP RAM,42.286644,-71.593119,1112,1088,64,19,45,0.000163958,8.21E-05,0.000255928,0.057553957,0.017086331,0.041360294
1337,PB004510,HERB CHAMBERS CHRYSLER DODGE JEEP RAM,42.555604,-70.966061,1998,1932,64,6,59,0.000163958,2.59E-05,0.000335549,0.032032032,0.003003003,0.030538302
1338,PB004537,JANNELL MOTORS,42.154166,-70.847379,1969,1850,64,6,57,0.000163958,2.59E-05,0.000324175,0.032503809,0.003047232,0.030810811
1339,PB005291,AUTO DYNE CORP,42.546296,-70.88048,690,562,64,34,31,0.000163958,0.000146984,0.000176306,0.092753623,0.049275362,0.055160142
1340,PB004607,TRACY MOTORS INC,41.953312,-70.685598,1737,1654,64,24,43,0.000163958,0.000103754,0.000244553,0.036845135,0.013816926,0.025997582
1341,PB050211,J & M MASS MOBILE STICKERS,42.480467,-71.095943,2605,1314,64,25,39,0.000163958,0.000108077,0.000221804,0.024568138,0.009596929,0.029680365
1342,PB031821,KINSMAN SERVICE STATION INC,42.663389,-71.117376,2928,2602,64,15,50,0.000163958,6.48E-05,0.000284364,0.021857923,0.005122951,0.019215988
1343,PB004939,IRA LEXUS,42.554796,-70.962932,3300,3155,63,2,61,0.000161396,8.65E-06,0.000346924,0.019090909,0.000606061,0.01933439
1344,PB022557,G & E GETTY,42.139601,-71.115247,965,815,63,42,23,0.000161396,0.000181569,0.000130807,0.065284974,0.043523316,0.028220859
1345,PB005168,SEVEN GENIES CAR CARE INC,42.710004,-71.172005,318,228,63,35,29,0.000161396,0.000151308,0.000164931,0.198113208,0.110062893,0.127192982
1346,PB100159,MIDAS OF BRIDGEWATER,41.995472,-70.973858,565,500,63,43,21,0.000161396,0.000185892,0.000119433,0.111504425,0.076106195,0.042
1347,PB100087,MERCEDES-BENZ OF SPRINGFIELD,42.163195,-72.549043,1409,1357,63,34,32,0.000161396,0.000146984,0.000181993,0.044712562,0.024130589,0.02358143
1348,PB028376,QUIRK VOLKSWAGEN,42.219316,-70.963797,1275,1231,62,6,56,0.000158834,2.59E-05,0.000318488,0.048627451,0.004705882,0.04549147
1349,PB005205,Quality Auto Service,41.722174,-71.164831,2211,1689,62,26,37,0.000158834,0.0001124,0.000210429,0.02804161,0.011759385,0.021906454
1350,PB100083,Milford Nissan,42.151889,-71.49533,1621,1487,62,14,48,0.000158834,6.05E-05,0.000272989,0.038247995,0.008636644,0.032279758
1351,PB004724,IRA TOYOTA II,42.61993,-71.255655,2820,2706,62,8,55,0.000158834,3.46E-05,0.0003128,0.021985816,0.002836879,0.020325203
1352,PB005574,BERTERA CHEVROLET INC.,42.172727,-72.32298,620,593,62,23,43,0.000158834,9.94E-05,0.000244553,0.1,0.037096774,0.072512648
1353,PB005437,WHIP CITY TIRE & REPAIR,42.126494,-72.748511,1064,682,62,22,41,0.000158834,9.51E-05,0.000233178,0.058270677,0.020676692,0.060117302
1354,PB100072,VERC PEMBROKE GULF,42.108152,-70.762913,1629,1433,62,11,52,0.000158834,4.76E-05,0.000295739,0.03806016,0.006752609,0.036287509
1355,PB037234,JAKE KAPLAN'S INC,42.188676,-71.182202,1850,1792,62,1,61,0.000158834,4.32E-06,0.000346924,0.033513514,0.000540541,0.034040179
1356,PB100039,Moreno Auto Repair Inc.,42.711379,-71.14007,612,435,61,15,47,0.000156272,6.48E-05,0.000267302,0.099673203,0.024509804,0.108045977
1357,PB050531,COLLARI AUTOMOTIVE INC.,42.005113,-70.757789,642,551,61,51,17,0.000156272,0.000220477,9.67E-05,0.095015576,0.079439252,0.030852995
1358,PB050509,"UNIVERSAL AUTO BODY, INC.",42.127963,-70.939133,672,528,61,40,25,0.000156272,0.000172923,0.000142182,0.09077381,0.05952381,0.047348485
1359,PB044576,"A PLUS TIRE AND AUTOCARE, LLC",42.019639,-71.501155,957,775,61,36,31,0.000156272,0.000155631,0.000176306,0.063740857,0.037617555,0.04
1360,PB019914,SENTRY WEST LINCOLN MERCURY MAZDA,42.279444,-71.678138,1559,1479,61,24,39,0.000156272,0.000103754,0.000221804,0.039127646,0.015394484,0.026369168
1361,PB042577,"SAV-ON-GAS ROUTE 6A DENNIS, LLC",41.746564,-70.176654,1611,1224,61,18,45,0.000156272,7.78E-05,0.000255928,0.03786468,0.011173184,0.036764706
1362,PB050136,D .E. BOURQUE & SONS INC.,42.210653,-72.62317,1268,1006,61,5,56,0.000156272,2.16E-05,0.000318488,0.048107256,0.003943218,0.055666004
1363,PB050239,COLONIAL SOUTH CHEVROLET INC.,41.6396,-70.9923,897,877,60,32,28,0.000153711,0.000138338,0.000159244,0.066889632,0.03567447,0.031927024
1364,PB037606,BRAZUSA,42.510238,-71.200398,423,312,60,30,33,0.000153711,0.000129692,0.00018768,0.141843972,0.070921986,0.105769231
1365,PB050678,HARVEY'S AUTO SERVICE AND SALES LLC,41.853615,-69.984903,1364,987,60,25,36,0.000153711,0.000108077,0.000204742,0.04398827,0.018328446,0.036474164
1366,PB044107,LANNAN CHEVROLET OF LOWELL,42.629446,-71.276084,768,723,60,17,46,0.000153711,7.35E-05,0.000261615,0.078125,0.022135417,0.06362379
1367,FL010922,MA STATE POLICE,42.297772,-71.415857,748,723,60,0,60,0.000153711,0,0.000341237,0.080213904,0,0.082987552
1368,PB022214,QUALITY FUELS & SERVICE,42.209575,-71.003778,1212,1017,59,18,43,0.000151149,7.78E-05,0.000244553,0.048679868,0.014851485,0.042281219
1369,PB005332,HUB STARTERS & ALTERNATORS INC.,42.429099,-71.040946,557,446,59,27,37,0.000151149,0.000116723,0.000210429,0.105924596,0.048473968,0.082959641
1370,PB100031,BRIMFIELD AUTOMOTIVE,42.114537,-72.154802,663,508,59,31,30,0.000151149,0.000134015,0.000170618,0.088989442,0.046757164,0.059055118
1371,PB050080,NEW MEADOWS AUTO,42.635395,-70.944895,1488,1201,59,14,46,0.000151149,6.05E-05,0.000261615,0.039650538,0.009408602,0.038301415
1372,PB004721,NORTH ATLANTIC FRAME & ALIGNMENT INC,42.410377,-71.09196,774,567,58,30,30,0.000148587,0.000129692,0.000170618,0.074935401,0.03875969,0.052910053
1373,FL019004,AVIS RENT A CAR,42.389288,-71.013172,314,313,58,4,55,0.000148587,1.73E-05,0.0003128,0.184713376,0.012738854,0.17571885
1374,PB050503,FIRST FORD INC,41.674183,-71.161464,1186,1143,58,35,24,0.000148587,0.000151308,0.000136495,0.048903879,0.029510961,0.020997375
1375,PB005146,A & M AUTO SERVICE,42.093929,-73.0738,673,503,58,44,18,0.000148587,0.000190215,0.000102371,0.086181278,0.0653789,0.035785288
1376,PB005531,BERTERA DODGE CHRYSLER JEEP INC,42.106289,-72.695664,704,649,58,38,23,0.000148587,0.000164277,0.000130807,0.082386364,0.053977273,0.035439137
1377,PB035208,QUIRK CHRYSLER JEEP,42.234331,-70.977532,1569,1548,58,4,55,0.000148587,1.73E-05,0.0003128,0.036966221,0.002549395,0.035529716
1378,PB050597,CADILLAC OF NORWOOD,42.186805,-71.183591,1324,1269,57,11,48,0.000146025,4.76E-05,0.000272989,0.04305136,0.008308157,0.037825059
1379,PB050317,"MAIN STREET GAS & AUTO SALES, INC.",41.786386,-71.077233,1587,1157,57,5,53,0.000146025,2.16E-05,0.000301426,0.035916824,0.003150599,0.045808124
1380,PB007593,TAYLOR & LLOYD INC.,42.48594,-71.279084,915,698,56,50,7,0.000143463,0.000216154,3.98E-05,0.061202186,0.054644809,0.010028653
1381,PB050736,COPELAND TOYOTA,42.055069,-71.055956,3036,2964,56,22,36,0.000143463,9.51E-05,0.000204742,0.018445323,0.007246377,0.012145749
1382,PB005081,COTTAGE STREET MOTORS,42.265188,-72.666864,745,529,56,34,25,0.000143463,0.000146984,0.000142182,0.075167785,0.045637584,0.047258979
1383,PB050160,CHAPDELAINE TRUCK CENTER INC,42.590655,-71.762807,581,502,56,40,20,0.000143463,0.000172923,0.000113746,0.096385542,0.068846816,0.039840637
1384,PB050056,HOLYOKE TIRE & AUTO SERVICE INC.,42.245733,-71.805156,420,336,56,38,20,0.000143463,0.000164277,0.000113746,0.133333333,0.09047619,0.05952381
1385,PB018994,TRUCK & AUTO REPAIR INC,42.379451,-71.238744,325,247,56,51,6,0.000143463,0.000220477,3.41E-05,0.172307692,0.156923077,0.024291498
1386,PB004989,METROPOLITAN TRUCK CENTER INC,42.136286,-71.076836,761,588,56,40,20,0.000143463,0.000172923,0.000113746,0.073587385,0.052562418,0.034013605
1387,PB006899,BOUCHARD & SON INC,42.510465,-70.901299,1676,1453,56,25,34,0.000143463,0.000108077,0.000193367,0.033412888,0.014916468,0.023399862
1388,PB037074,BRIDGE STREET AUTOMOTIVE,42.550645,-70.896132,1620,1431,56,5,52,0.000143463,2.16E-05,0.000295739,0.034567901,0.00308642,0.036338225
1389,PB050577,VOLVO OF WELLESLEY,42.304559,-71.323637,1410,1364,55,16,39,0.000140901,6.92E-05,0.000221804,0.039007092,0.011347518,0.028592375
1390,PB005519,LONG CADILLAC HUMMER,42.290383,-71.532849,807,777,55,35,22,0.000140901,0.000151308,0.00012512,0.068153656,0.043370508,0.028314028
1391,PB005334,"A. J.'S AUTO REPAIR, INC.",42.250262,-70.903934,1535,1291,55,22,36,0.000140901,9.51E-05,0.000204742,0.035830619,0.014332248,0.02788536
1392,PB037434,PREMIER JEEP,41.666632,-70.271159,1191,1123,55,8,49,0.000140901,3.46E-05,0.000278677,0.046179681,0.006717045,0.043633126
1393,PB004520,FRANK BATTLES INC,41.555577,-70.622279,1340,1032,55,4,51,0.000140901,1.73E-05,0.000290051,0.041044776,0.002985075,0.049418605
1394,PB050290,MARTELLI CONSTRUCTION CO INC,42.377448,-71.935877,934,794,55,30,27,0.000140901,0.000129692,0.000153557,0.05888651,0.032119914,0.034005038
1395,PB050146,RANDY'S TRUCK & EQUIPMENT REPAIR,42.603161,-72.362354,928,623,54,21,35,0.00013834,9.08E-05,0.000199055,0.058189655,0.02262931,0.056179775
1396,PB100075,QUIRK COMMERCIAL TRUCK,42.236044,-70.97883,485,394,54,29,32,0.00013834,0.000125369,0.000181993,0.111340206,0.059793814,0.081218274
1397,PB004960,YORK FORD,42.459192,-71.024658,677,627,54,30,28,0.00013834,0.000129692,0.000159244,0.079763663,0.044313146,0.044657097
1398,PB050552,MIDSTATE AUTO GROUP,42.180953,-71.864607,927,886,54,35,21,0.00013834,0.000151308,0.000119433,0.058252427,0.037756203,0.023702032
1399,PB004516,TOTAL AUTO REPAIR INC.,42.068169,-71.086458,1659,1216,54,7,49,0.00013834,3.03E-05,0.000278677,0.032549729,0.004219409,0.040296053
1400,PB100176,TOYOTA OF ORLEANS,41.775516,-70.001466,1710,1563,54,23,31,0.00013834,9.94E-05,0.000176306,0.031578947,0.013450292,0.019833653
1401,PB005504,ACURA OF AUBURN,42.197528,-71.842984,1332,1221,54,8,47,0.00013834,3.46E-05,0.000267302,0.040540541,0.006006006,0.038493038
1402,PB050132,"STEVE'S AUTOWORKS, INC.",42.823919,-71.020491,727,551,54,35,21,0.00013834,0.000151308,0.000119433,0.074277854,0.048143054,0.038112523
1403,PB050122,ISLAND STREET AUTOMOTIVE INC,42.135732,-71.130109,1631,1434,54,22,34,0.00013834,9.51E-05,0.000193367,0.033108522,0.013488657,0.023709902
1404,PB005503,BROADWAY BRAKE CORP,42.238297,-71.129972,569,471,53,32,21,0.000135778,0.000138338,0.000119433,0.09314587,0.056239016,0.044585987
1405,PB006903,"GENERAL TRUCK CENTER, INC.",42.721212,-71.206894,698,480,53,33,23,0.000135778,0.000142661,0.000130807,0.075931232,0.047277937,0.047916667
1406,PB050348,J. F. PRICE CO,42.187621,-70.932964,1090,817,53,18,36,0.000135778,7.78E-05,0.000204742,0.048623853,0.016513761,0.044063647
1407,PB005965,DANVERS AUTO ENGINEERING,42.558379,-70.969546,670,549,53,32,21,0.000135778,0.000138338,0.000119433,0.079104478,0.047761194,0.038251366
1408,PB011806,JORDAN'S AUTO REPAIR & INSPECTIONS,42.121513,-71.269016,1588,1211,53,19,35,0.000135778,8.21E-05,0.000199055,0.033375315,0.011964736,0.028901734
1409,PB005535,BONNELL MOTORS INC,42.458421,-71.160537,2118,2013,53,6,50,0.000135778,2.59E-05,0.000284364,0.025023607,0.002832861,0.024838549
1410,FL011254,UNITED PARCEL SERVICE,42.251581,-71.713509,190,45,53,31,24,0.000135778,0.000134015,0.000136495,0.278947368,0.163157895,0.533333333
1411,PB036241,"GREATER LOWELL BUICK GMC, INC.",42.629525,-71.276351,1123,1084,53,11,43,0.000135778,4.76E-05,0.000244553,0.047195013,0.009795191,0.039667897
1412,PB100081,RT 1 MOBIL,42.02721,-71.310968,1253,1037,52,32,22,0.000133216,0.000138338,0.00012512,0.041500399,0.025538707,0.021215043
1413,PB005546,PARK STREET AUTO SERVICE INC,42.110816,-71.071689,1486,1238,52,15,38,0.000133216,6.48E-05,0.000216117,0.034993271,0.010094213,0.030694669
1414,PB050039,TECH AUTOMOTIVE,42.135405,-72.561752,749,582,52,36,18,0.000133216,0.000155631,0.000102371,0.069425901,0.048064085,0.030927835
1415,PB032205,PLANET CHRYSLER JEEP DODGE RAM,42.079894,-71.379538,2036,1995,52,4,49,0.000133216,1.73E-05,0.000278677,0.025540275,0.001964637,0.024561404
1416,PB050151,AUTO CRAFT INC,42.185888,-71.028908,686,544,52,32,26,0.000133216,0.000138338,0.000147869,0.075801749,0.04664723,0.047794118
1417,PB050561,ORLEANS TOYOTA,41.775543,-70.001159,2176,2043,52,24,31,0.000133216,0.000103754,0.000176306,0.023897059,0.011029412,0.015173764
1418,PB050511,"J & J CAR CARE CENTER, INC.",41.892919,-70.910539,862,650,51,20,36,0.000130654,8.65E-05,0.000204742,0.059164733,0.023201856,0.055384615
1419,PB050769,PATRICK MAZDA VOLVO,42.288622,-71.804041,1010,956,51,21,34,0.000130654,9.08E-05,0.000193367,0.05049505,0.020792079,0.035564854
1420,PB100137,HERB CHAMBERS ROUTE ONE INC,42.181167,-70.911299,2060,2009,51,11,40,0.000130654,4.76E-05,0.000227491,0.024757282,0.005339806,0.019910403
1421,PB050764,RICKY SMITH AUTOMOTIVE,42.211261,-70.959703,567,452,51,15,38,0.000130654,6.48E-05,0.000216117,0.08994709,0.026455026,0.084070796
1422,PB100106,Volkswagen of Norwood,42.169399,-71.196372,1031,1004,50,8,43,0.000128092,3.46E-05,0.000244553,0.048496605,0.007759457,0.042828685
1423,PB050124,PLYMOUTH TIRE & AUTO SERVICE INC,41.925056,-70.655933,1806,1547,50,25,30,0.000128092,0.000108077,0.000170618,0.027685493,0.013842746,0.019392372
1424,PB050429,PATRIOT FREIGHTLINER WESTERN STAR LLC,42.170511,-72.727932,176,128,50,48,6,0.000128092,0.000207507,3.41E-05,0.284090909,0.272727273,0.046875
1425,PB005330,"SUNSET MOTORS, INC.",41.618435,-70.922832,812,529,50,19,33,0.000128092,8.21E-05,0.00018768,0.061576355,0.023399015,0.062381853
1426,PB004987,BOSSI'S AUTOMOTIVE CENTER INC,42.46091,-71.136366,1379,1087,50,20,31,0.000128092,8.65E-05,0.000176306,0.036258158,0.014503263,0.028518859
1427,PB050756,AMR AUTO HOLDINGS VH LLCDBA PRIME VOLVO CARS SOUTH SHORE,42.248429,-70.926186,1288,1247,50,6,45,0.000128092,2.59E-05,0.000255928,0.038819876,0.004658385,0.036086608
1428,PB050737,MASTRIA MAZDA,41.903929,-71.008859,1587,1529,49,7,42,0.00012553,3.03E-05,0.000238866,0.030875866,0.004410838,0.027468934
1429,PB040996,"NEW ENGLAND AUTOMAX, INC",42.298683,-71.446119,548,514,49,39,11,0.00012553,0.0001686,6.26E-05,0.089416058,0.071167883,0.021400778
1430,PB005257,HERB CHAMBERS OF AUBURN,42.180389,-71.864583,3838,3756,49,4,45,0.00012553,1.73E-05,0.000255928,0.012767066,0.001042209,0.011980831
1431,PB100180,B A R AUTOMOTIVE,42.101734,-71.018993,235,175,49,26,26,0.00012553,0.0001124,0.000147869,0.208510638,0.110638298,0.148571429
1432,PB100178,NUCAR LANNAN CHEVROLET OF LOWELL,42.628566,-71.275449,578,556,49,15,34,0.00012553,6.48E-05,0.000193367,0.084775087,0.025951557,0.061151079
1433,PB050034,NUTMEG INTERNATIONAL TRUCKS INC,42.103873,-72.62291,197,145,49,47,6,0.00012553,0.000203184,3.41E-05,0.248730964,0.23857868,0.04137931
1434,PB050416,"SULLIVAN TIRE CO., INC.",41.639965,-70.885453,1229,1067,49,24,25,0.00012553,0.000103754,0.000142182,0.039869813,0.019528072,0.023430178
1435,PB100089,BAKER CADILLAC INC.,42.539266,-71.742631,834,784,49,15,36,0.00012553,6.48E-05,0.000204742,0.058752998,0.017985612,0.045918367
1436,PB100193,A & J AUTO SERVICE,42.156897,-72.490324,772,581,48,35,15,0.000122968,0.000151308,8.53E-05,0.062176166,0.045336788,0.025817556
1437,PB009954,MCGEE TOYOTA,42.129372,-70.833027,4556,4353,48,5,43,0.000122968,2.16E-05,0.000244553,0.010535558,0.001097454,0.009878245
1438,PB050090,C AND C AUTO SERVICE INC,42.241715,-71.130877,888,657,48,15,34,0.000122968,6.48E-05,0.000193367,0.054054054,0.016891892,0.051750381
1439,FL019049,MBTA / ARLINGTON TRUCK GARAGE,42.386979,-71.074395,458,397,48,1,48,0.000122968,4.32E-06,0.000272989,0.104803493,0.002183406,0.120906801
1440,PB036962,MR. GAS,42.261995,-71.156848,554,425,48,33,20,0.000122968,0.000142661,0.000113746,0.086642599,0.059566787,0.047058824
1441,PB004774,CENTRAL CHRYSLER JEEP DODGE OF RAYNHAM,41.905146,-71.057642,921,877,48,21,30,0.000122968,9.08E-05,0.000170618,0.052117264,0.022801303,0.034207526
1442,PB005293,SAV TRANSPORTATION SERVICES,41.783672,-70.745584,380,339,47,44,11,0.000120407,0.000190215,6.26E-05,0.123684211,0.115789474,0.032448378
1443,PB050141,BRAD'S AUTO SERVICE,41.716356,-71.153618,673,467,47,21,28,0.000120407,9.08E-05,0.000159244,0.069836553,0.031203566,0.059957173
1444,PB050123,P & M SERVICE CENTER INC,42.391372,-71.161208,1364,1168,47,19,28,0.000120407,8.21E-05,0.000159244,0.034457478,0.013929619,0.023972603
1445,PB005337,PLANET SUBARU INC,42.122586,-70.825202,3453,3386,47,8,40,0.000120407,3.46E-05,0.000227491,0.013611352,0.002316826,0.011813349
1446,PB007534,RICHIE'S AUTOMOTIVE AND REPAIR CENTER,42.373793,-71.228569,458,366,46,27,22,0.000117845,0.000116723,0.00012512,0.100436681,0.058951965,0.06010929
1447,PB005392,BOB'S AUTO LTD,42.726819,-70.993977,636,528,46,26,23,0.000117845,0.0001124,0.000130807,0.072327044,0.040880503,0.043560606
1448,FL007513,UNIVERSITY OF MASS - FLEET SVS,42.391664,-72.528903,403,278,46,2,44,0.000117845,8.65E-06,0.00025024,0.114143921,0.004962779,0.158273381
1449,PB050064,NOMAD EQUIPMENT & FLEET SERVICE,42.1446,-71.041561,746,535,46,37,13,0.000117845,0.000159954,7.39E-05,0.061662198,0.049597855,0.024299065
1450,PB100088,ADVANCED AUTOMOTIVE PERFORMANCE,42.061742,-71.670209,555,461,46,33,15,0.000117845,0.000142661,8.53E-05,0.082882883,0.059459459,0.032537961
1451,PB050752,RAM MOTOR INC DBA MASTRIA KIA,41.904081,-71.010819,1055,1007,46,14,33,0.000117845,6.05E-05,0.00018768,0.043601896,0.013270142,0.032770606
1452,PB100218,INSPECTION STATION  SERVICE STATION,42.208936,-72.630662,343,294,46,39,9,0.000117845,0.0001686,5.12E-05,0.134110787,0.113702624,0.030612245
1453,PB005569,POCASSET AUTO SERVICES,41.694521,-70.587294,1408,1089,45,9,37,0.000115283,3.89E-05,0.000210429,0.031960227,0.006392045,0.033976125
1454,PB005121,DRUM HILL FORD,42.627331,-71.357422,793,769,45,21,26,0.000115283,9.08E-05,0.000147869,0.056746532,0.026481715,0.033810143
1455,PB050751,BRISTOL TOYOTA,41.768665,-71.262573,1870,1824,45,18,27,0.000115283,7.78E-05,0.000153557,0.024064171,0.009625668,0.014802632
1456,PB035684,BILL DUBE HYUNDAI,42.555123,-71.180637,1340,1261,45,20,25,0.000115283,8.65E-05,0.000142182,0.03358209,0.014925373,0.019825535
1457,PB050424,PALMONKS LLC,42.233659,-72.15221,446,297,44,29,16,0.000112721,0.000125369,9.10E-05,0.098654709,0.065022422,0.053872054
1458,PB004630,SHERMS INC,42.126468,-71.10748,1348,928,44,1,43,0.000112721,4.32E-06,0.000244553,0.03264095,0.00074184,0.046336207
1459,PB005181,BILL DELUCA CHEVROLET-BUICK-GMC INC,42.77059,-71.116965,1155,1098,44,8,36,0.000112721,3.46E-05,0.000204742,0.038095238,0.006926407,0.032786885
1460,PB050717,BEST CHRYSLER DODGE JEEP RAM,41.953418,-70.721152,1419,1382,44,18,27,0.000112721,7.78E-05,0.000153557,0.031007752,0.012684989,0.019536903
1461,PB019376,PETER PAN BUS LINES INC.,42.110337,-72.601778,1165,839,44,19,26,0.000112721,8.21E-05,0.000147869,0.03776824,0.016309013,0.030989273
1462,PB004499,FALMOUTH TOYOTA,41.721878,-70.584475,7447,6984,43,3,40,0.000110159,1.30E-05,0.000227491,0.005774137,0.000402847,0.005727377
1463,PB100102,J.DEB'S GARAGE INC.,41.445981,-70.613988,839,573,43,18,28,0.000110159,7.78E-05,0.000159244,0.05125149,0.021454112,0.04886562
1464,PB050527,"KENWORTH OF SE NEW ENGLAND, INC.",42.053425,-71.064971,181,115,43,40,9,0.000110159,0.000172923,5.12E-05,0.237569061,0.220994475,0.07826087
1465,PB100052,STATELINE CHRYSLER DODGE AND JEEP RAM,41.730803,-71.174038,1541,1492,42,6,36,0.000107597,2.59E-05,0.000204742,0.027255029,0.003893576,0.024128686
1466,PB100140,EMORY AUTOMOTIVE SERVICES INC,42.863152,-70.927256,928,762,42,9,34,0.000107597,3.89E-05,0.000193367,0.045258621,0.009698276,0.044619423
1467,PB050746,MASTRIA VW,41.903627,-71.004059,1120,1066,42,8,35,0.000107597,3.46E-05,0.000199055,0.0375,0.007142857,0.032833021
1468,PB009945,FERRARI OF NEW ENGLAND,42.196651,-71.185286,656,586,42,8,34,0.000107597,3.46E-05,0.000193367,0.06402439,0.012195122,0.058020478
1469,PB100167,T & D CERTIFIED AUTO AND TRUCK SERVICE CENTER INC.,42.007138,-71.337831,666,530,41,28,15,0.000105036,0.000121046,8.53E-05,0.061561562,0.042042042,0.028301887
1470,PB005138,OHARA MOTORS,41.558146,-70.596155,855,806,41,24,17,0.000105036,0.000103754,9.67E-05,0.047953216,0.028070175,0.021091811
1471,PB004865,T J  AUTO SERVICE,42.427195,-71.075448,1032,850,41,9,32,0.000105036,3.89E-05,0.000181993,0.039728682,0.00872093,0.037647059
1472,PB100222,ROUTE 1 AUTO SERVICES INC,42.200633,-71.187878,163,147,41,37,5,0.000105036,0.000159954,2.84E-05,0.251533742,0.226993865,0.034013605
1473,PB050200,AUTO SHOW SALES & SERVICE LLC.,41.770157,-71.172978,1051,800,41,22,22,0.000105036,9.51E-05,0.00012512,0.039010466,0.020932445,0.0275
1474,FL005341,HERTZ RENT A CAR,42.393423,-71.012993,465,465,40,5,36,0.000102474,2.16E-05,0.000204742,0.086021505,0.010752688,0.077419355
1475,PB100050,Southboro Auto Tech LLC,42.301991,-71.506529,840,721,40,24,17,0.000102474,0.000103754,9.67E-05,0.047619048,0.028571429,0.023578363
1476,PB005428,LAHTIS INC,42.518128,-71.758804,700,676,40,15,26,0.000102474,6.48E-05,0.000147869,0.057142857,0.021428571,0.038461538
1477,PB050145,FOREIGN & DOMESTIC AUTO SERVICE,42.410865,-71.120338,974,790,39,6,33,9.99E-05,2.59E-05,0.00018768,0.040041068,0.006160164,0.041772152
1478,PB050167,SYCAMORE AUTO SERVICE,42.382637,-71.197341,557,452,39,27,12,9.99E-05,0.000116723,6.82E-05,0.070017953,0.048473968,0.026548673
1479,PB050019,GORHAM'S DIESEL INC,42.234889,-70.980207,544,416,39,22,19,9.99E-05,9.51E-05,0.000108058,0.071691176,0.040441176,0.045673077
1480,PB050030,MATUSZKO TRAILER REPAIR INC.,42.432947,-72.544904,781,589,39,28,11,9.99E-05,0.000121046,6.26E-05,0.04993598,0.035851472,0.018675722
1481,PB004490,BECKWITH'S AUTO SALES,42.664007,-72.556963,967,648,39,7,32,9.99E-05,3.03E-05,0.000181993,0.04033092,0.007238883,0.049382716
1482,PB050048,DAVES TRUCK REPAIR INC.,42.1464,-72.545,846,559,38,16,23,9.74E-05,6.92E-05,0.000130807,0.044917258,0.01891253,0.041144902
1483,PB100086,T+S AUTO REPAIRS iNC.,42.632991,-70.944231,635,498,38,20,20,9.74E-05,8.65E-05,0.000113746,0.05984252,0.031496063,0.040160643
1484,PB050061,W.C. GURRISI & SON INC,42.518443,-70.959299,501,386,37,27,13,9.48E-05,0.000116723,7.39E-05,0.073852295,0.053892216,0.033678756
1485,PB050268,DAVIS AUTOMOTIVE CENTER,41.993135,-70.870262,503,373,37,20,20,9.48E-05,8.65E-05,0.000113746,0.073558648,0.039761431,0.053619303
1486,PB100154,NEW ENGLAND TRUCK SOLUTIONS,42.134929,-71.060965,334,279,37,33,6,9.48E-05,0.000142661,3.41E-05,0.110778443,0.098802395,0.021505376
1487,PB050680,SEAN AND MICHAEL MCGEE INC DBA MCGEE TOYOTA OF DUDLEY,42.040073,-71.911136,1403,1352,37,15,22,9.48E-05,6.48E-05,0.00012512,0.02637206,0.010691376,0.016272189
1488,PB004839,"FLOODS AUTOMOTIVE & TIRE CENTER, INC.",42.077519,-72.03423,1305,987,37,6,31,9.48E-05,2.59E-05,0.000176306,0.02835249,0.004597701,0.031408308
